farm_id,crop,area,yield,rainfall,temperature,fertilizer,pesticide,soil_type,irrigation,cost,revenue,profit,season,region
2137,Rice,1.5,-1,10000,45,50,100,Clay,yes,-500,100,-1000,Dry,Region2
2138,Rice,-5.0,-1,100,20,50,100,Clay,0,1000,100,-1000,Wet,Region1
2139,Wheat,-5.0,2,100,45,50,100,Clay,0,-500,100,500,Dry,Region1
2140,Wheat,-5.0,5,5000,20,200,10,Sandy,1,-500,100,-1000,Wet,Region2
2141,Wheat,1.5,5,10000,20,200,10,Clay,0,-500,2000,-1000,Wet,Region1
2142,Maize,1.5,2,10000,20,50,10,Clay,0,-500,2000,-1000,Dry,Region2
2143,Maize,10.0,2,10000,20,200,100,Sandy,yes,-500,2000,500,Wet,Region1
2144,Wheat,-5.0,2,5000,45,200,100,Sandy,0,1000,100,500,Dry,Region2
2145,Rice,1.5,2,5000,20,50,10,Sandy,yes,1000,100,500,Wet,Region1
2146,Rice,-5.0,-1,5000,45,50,100,Sandy,1,-500,100,500,Dry,Region1
2147,Wheat,10.0,5,5000,45,50,10,Clay,0,1000,2000,500,Dry,Region2
2148,Wheat,10.0,2,10000,100,50,10,Sandy,1,-500,2000,-1000,Wet,Region2
2149,Wheat,1.5,5,100,100,50,100,Sandy,yes,1000,2000,-1000,Dry,Region1
2150,Maize,10.0,5,10000,100,50,10,Clay,0,-500,100,500,Wet,Region2
2151,Rice,10.0,-1,5000,20,50,10,Sandy,0,1000,100,-1000,Wet,Region1
2152,Maize,10.0,2,100,20,50,100,Clay,0,1000,2000,500,Dry,Region1
2153,Maize,10.0,-1,10000,45,50,100,Sandy,0,1000,100,500,Dry,Region2
2154,Maize,10.0,-1,100,100,50,10,Sandy,yes,-500,2000,500,Dry,Region1
2155,Maize,1.5,5,10000,20,50,100,Sandy,1,-500,2000,-1000,Wet,Region2
2156,Rice,10.0,-1,5000,100,200,100,Clay,yes,-500,2000,500,Dry,Region2
2157,Wheat,-5.0,2,5000,45,200,100,Clay,yes,-500,100,500,Dry,Region2
2158,Wheat,-5.0,5,10000,45,200,10,Sandy,0,-500,100,500,Dry,Region2
2159,Rice,1.5,5,5000,45,50,10,Clay,yes,1000,100,500,Dry,Region2
2160,Maize,10.0,-1,5000,45,50,10,Clay,0,1000,2000,-1000,Dry,Region2
2161,Wheat,-5.0,2,100,100,50,100,Sandy,0,-500,100,500,Dry,Region2
2162,Rice,10.0,2,5000,20,200,100,Clay,1,1000,2000,-1000,Wet,Region2
2163,Wheat,1.5,5,10000,100,200,100,Clay,yes,-500,2000,500,Dry,Region2
2164,Rice,1.5,-1,100,100,50,10,Clay,1,1000,2000,-1000,Dry,Region2
2165,Wheat,1.5,-1,5000,100,50,100,Sandy,yes,1000,100,500,Wet,Region1
2166,Rice,1.5,5,10000,20,50,10,Sandy,0,-500,100,500,Wet,Region1
2167,Wheat,1.5,2,10000,20,50,10,Sandy,1,1000,100,-1000,Dry,Region2
2168,Wheat,-5.0,5,10000,100,200,10,Sandy,yes,-500,2000,-1000,Dry,Region1
2169,Maize,10.0,-1,10000,20,200,100,Clay,yes,1000,100,-1000,Dry,Region1
2170,Maize,-5.0,5,100,100,200,10,Clay,1,-500,100,-1000,Dry,Region1
2171,Maize,1.5,5,10000,100,200,10,Sandy,0,-500,2000,-1000,Wet,Region2
2172,Maize,10.0,2,10000,45,200,10,Sandy,yes,-500,100,-1000,Dry,Region2
2173,Maize,-5.0,5,5000,100,50,100,Clay,1,-500,2000,-1000,Dry,Region2
2174,Rice,-5.0,-1,10000,45,50,100,Clay,yes,1000,100,500,Dry,Region1
2175,Maize,10.0,2,5000,45,50,10,Clay,1,-500,100,-1000,Wet,Region1
2176,Rice,-5.0,5,10000,100,50,10,Clay,yes,1000,100,500,Wet,Region2
2177,Maize,-5.0,2,10000,100,200,100,Clay,0,1000,2000,500,Dry,Region2
2178,Maize,1.5,-1,10000,45,200,10,Clay,yes,-500,100,500,Dry,Region2
2179,Maize,1.5,-1,10000,45,200,10,Clay,0,1000,2000,500,Dry,Region2
2180,Rice,1.5,5,10000,45,200,10,Clay,yes,1000,2000,-1000,Dry,Region2
2181,Maize,-5.0,2,100,100,50,100,Sandy,0,-500,100,500,Wet,Region1
2182,Maize,1.5,5,10000,100,50,100,Clay,1,1000,2000,-1000,Dry,Region2
2183,Rice,10.0,2,5000,20,50,100,Clay,1,-500,100,500,Wet,Region1
2184,Maize,1.5,2,100,20,200,10,Sandy,yes,-500,2000,500,Dry,Region1
2185,Rice,1.5,-1,100,20,50,100,Clay,yes,1000,2000,-1000,Wet,Region1
2186,Maize,-5.0,-1,100,20,50,100,Clay,yes,-500,2000,500,Dry,Region2
2187,Wheat,10.0,2,10000,45,200,10,Sandy,1,1000,2000,500,Wet,Region1
2188,Wheat,10.0,5,5000,100,200,100,Sandy,yes,1000,2000,500,Dry,Region1
2189,Wheat,1.5,-1,5000,20,200,100,Clay,yes,-500,2000,500,Wet,Region1
2190,Maize,1.5,-1,5000,20,200,10,Clay,yes,-500,2000,500,Dry,Region1
2191,Maize,10.0,2,10000,100,50,100,Sandy,0,-500,100,500,Wet,Region2
2192,Wheat,-5.0,5,5000,100,200,10,Clay,1,1000,2000,-1000,Dry,Region1
2193,Maize,1.5,-1,10000,20,50,100,Sandy,yes,1000,100,-1000,Dry,Region1
2194,Wheat,1.5,5,5000,100,50,100,Sandy,0,-500,2000,500,Wet,Region1
2195,Wheat,-5.0,5,100,45,50,100,Clay,yes,-500,100,500,Wet,Region2
2196,Rice,-5.0,-1,5000,45,200,100,Sandy,1,-500,2000,500,Dry,Region2
2197,Wheat,-5.0,2,5000,20,200,100,Clay,1,1000,100,-1000,Wet,Region2
2198,Wheat,10.0,2,10000,100,200,100,Clay,yes,-500,2000,-1000,Dry,Region1
2199,Rice,1.5,2,100,100,50,10,Clay,1,1000,2000,500,Wet,Region2
2200,Maize,1.5,2,10000,20,50,10,Clay,0,1000,2000,500,Wet,Region1
2201,Maize,10.0,5,100,100,50,10,Clay,1,-500,2000,-1000,Wet,Region2
2202,Wheat,10.0,2,10000,45,50,100,Clay,yes,1000,2000,-1000,Dry,Region1
2203,Wheat,10.0,5,5000,20,50,10,Clay,yes,-500,100,500,Wet,Region2
2204,Wheat,-5.0,2,10000,20,200,10,Sandy,0,-500,100,500,Wet,Region2
2205,Wheat,1.5,5,5000,100,200,100,Sandy,0,1000,2000,500,Dry,Region2
2206,Wheat,-5.0,-1,10000,45,50,10,Clay,1,1000,100,-1000,Wet,Region1
2207,Maize,1.5,5,10000,100,200,100,Sandy,0,-500,100,-1000,Wet,Region1
2208,Wheat,-5.0,-1,5000,100,50,100,Sandy,1,1000,100,500,Wet,Region2
2209,Wheat,10.0,5,10000,45,50,100,Sandy,0,-500,2000,500,Wet,Region2
2210,Maize,1.5,5,5000,45,50,100,Sandy,1,1000,2000,-1000,Dry,Region2
2211,Wheat,-5.0,5,10000,20,200,10,Clay,1,-500,100,-1000,Wet,Region1
2212,Rice,10.0,-1,100,20,200,100,Sandy,yes,-500,100,-1000,Dry,Region1
2213,Wheat,-5.0,-1,5000,20,200,100,Sandy,0,-500,2000,-1000,Dry,Region1
2214,Rice,10.0,2,5000,45,200,10,Clay,0,-500,100,-1000,Dry,Region1
2215,Maize,-5.0,-1,100,100,200,10,Sandy,0,1000,2000,500,Wet,Region1
2216,Maize,1.5,2,10000,100,200,10,Sandy,0,1000,100,500,Dry,Region1
2217,Wheat,-5.0,5,100,20,50,10,Clay,yes,-500,2000,500,Dry,Region2
2218,Maize,-5.0,-1,100,20,200,10,Clay,1,-500,2000,-1000,Dry,Region2
2219,Rice,-5.0,5,5000,100,200,10,Clay,yes,1000,100,-1000,Wet,Region2
2220,Wheat,1.5,-1,10000,100,200,10,Clay,yes,1000,2000,-1000,Wet,Region1
2221,Maize,1.5,2,100,20,50,10,Clay,1,-500,100,-1000,Wet,Region1
2222,Rice,10.0,5,10000,45,50,10,Clay,yes,-500,2000,-1000,Dry,Region2
2223,Wheat,10.0,5,10000,45,200,100,Clay,1,-500,2000,-1000,Dry,Region1
2224,Wheat,1.5,-1,100,100,200,10,Sandy,1,1000,100,500,Wet,Region2
2225,Maize,10.0,-1,10000,45,50,100,Sandy,1,-500,100,500,Wet,Region1
2226,Maize,10.0,-1,100,45,200,100,Sandy,0,-500,100,500,Wet,Region2
2227,Wheat,10.0,-1,100,45,200,100,Sandy,0,-500,100,-1000,Dry,Region2
2228,Rice,10.0,5,5000,100,50,100,Sandy,0,1000,2000,500,Dry,Region2
2229,Maize,1.5,-1,100,45,50,10,Clay,1,1000,2000,500,Wet,Region2
2230,Rice,10.0,-1,5000,100,200,100,Clay,yes,-500,2000,500,Wet,Region2
2231,Maize,-5.0,-1,100,45,200,10,Clay,1,1000,2000,-1000,Wet,Region2
2232,Maize,10.0,5,100,45,200,100,Sandy,0,1000,2000,-1000,Wet,Region2
2233,Rice,-5.0,2,10000,45,200,100,Sandy,1,1000,100,500,Dry,Region1
2234,Maize,-5.0,2,100,20,50,100,Clay,0,1000,100,-1000,Wet,Region2
2235,Wheat,10.0,-1,5000,20,50,10,Clay,0,1000,100,-1000,Wet,Region1
2236,Maize,1.5,-1,100,20,50,10,Clay,yes,-500,100,500,Wet,Region1
2237,Maize,-5.0,-1,10000,100,200,100,Sandy,yes,-500,100,-1000,Dry,Region1
2238,Rice,10.0,-1,5000,100,200,10,Sandy,1,-500,100,500,Dry,Region1
2239,Wheat,1.5,5,10000,100,50,10,Sandy,0,1000,2000,500,Wet,Region2
2240,Rice,10.0,2,5000,100,200,100,Clay,0,1000,2000,-1000,Dry,Region2
2241,Rice,1.5,5,10000,100,200,100,Sandy,yes,-500,2000,500,Wet,Region1
2242,Maize,1.5,2,10000,100,50,10,Sandy,1,-500,2000,500,Wet,Region1
2243,Maize,-5.0,-1,5000,45,50,100,Sandy,1,-500,100,500,Wet,Region1
2244,Rice,1.5,-1,100,100,200,10,Sandy,yes,-500,100,500,Dry,Region1
2245,Wheat,-5.0,-1,10000,45,50,100,Sandy,0,1000,2000,-1000,Wet,Region1
2246,Rice,10.0,5,100,20,50,100,Clay,yes,1000,100,500,Wet,Region1
2247,Rice,10.0,-1,10000,45,200,100,Sandy,0,1000,2000,500,Wet,Region1
2248,Maize,10.0,5,10000,45,50,10,Sandy,yes,-500,100,500,Wet,Region2
2249,Maize,1.5,2,100,100,200,10,Clay,yes,1000,100,-1000,Wet,Region2
2250,Maize,1.5,-1,10000,100,50,10,Clay,yes,1000,2000,-1000,Wet,Region1
2251,Rice,-5.0,2,100,45,200,10,Clay,0,1000,100,-1000,Dry,Region2
2252,Rice,-5.0,5,5000,45,50,10,Clay,0,1000,2000,-1000,Wet,Region1
2253,Wheat,10.0,-1,100,100,50,10,Clay,yes,1000,100,-1000,Dry,Region2
2254,Rice,1.5,2,10000,20,50,100,Sandy,1,-500,100,-1000,Wet,Region1
2255,Wheat,1.5,5,5000,100,50,10,Clay,1,1000,100,-1000,Dry,Region2
2256,Rice,-5.0,-1,100,100,50,10,Sandy,yes,1000,100,-1000,Wet,Region1
2257,Rice,10.0,5,100,100,50,100,Sandy,0,1000,2000,-1000,Wet,Region2
2258,Rice,-5.0,-1,5000,45,200,10,Clay,0,1000,100,-1000,Wet,Region2
2259,Wheat,-5.0,5,5000,100,50,100,Sandy,0,-500,2000,-1000,Wet,Region2
2260,Rice,1.5,2,100,45,200,100,Clay,1,-500,2000,500,Wet,Region2
2261,Wheat,10.0,2,100,20,50,10,Sandy,1,1000,2000,500,Dry,Region1
2262,Maize,10.0,5,5000,20,200,100,Sandy,1,-500,2000,500,Wet,Region1
2263,Rice,1.5,5,100,20,200,10,Clay,1,1000,2000,500,Wet,Region1
2264,Rice,-5.0,-1,10000,20,50,100,Clay,0,1000,100,-1000,Dry,Region1
2265,Rice,10.0,2,100,100,50,10,Sandy,yes,-500,2000,-1000,Dry,Region1
2266,Maize,10.0,5,100,45,200,100,Sandy,1,1000,2000,500,Wet,Region2
2267,Maize,1.5,5,100,100,200,10,Sandy,0,1000,100,500,Wet,Region1
2268,Maize,10.0,-1,10000,20,50,10,Sandy,yes,-500,2000,500,Dry,Region2
2269,Rice,1.5,-1,100,20,200,10,Sandy,yes,-500,100,500,Wet,Region1
2270,Rice,-5.0,-1,10000,100,50,100,Clay,yes,1000,2000,500,Wet,Region2
2271,Wheat,10.0,-1,10000,45,50,10,Sandy,0,1000,100,-1000,Dry,Region2
2272,Rice,1.5,2,5000,45,50,100,Clay,1,1000,100,-1000,Dry,Region1
2273,Maize,1.5,-1,5000,20,200,10,Clay,yes,1000,100,500,Wet,Region2
2274,Wheat,1.5,-1,100,100,50,100,Sandy,0,-500,100,500,Wet,Region1
2275,Maize,1.5,5,10000,100,200,10,Clay,1,1000,100,500,Dry,Region1
2276,Wheat,-5.0,2,10000,20,50,100,Sandy,yes,1000,2000,-1000,Wet,Region1
2277,Rice,1.5,5,10000,100,50,100,Clay,1,-500,2000,500,Wet,Region2
2278,Rice,-5.0,-1,10000,20,200,10,Sandy,1,1000,2000,-1000,Wet,Region2
2279,Rice,-5.0,-1,5000,100,200,100,Sandy,0,-500,100,500,Wet,Region1
2280,Wheat,10.0,-1,5000,20,50,10,Sandy,1,1000,2000,-1000,Wet,Region1
2281,Wheat,1.5,2,10000,100,200,100,Clay,0,-500,2000,-1000,Wet,Region2
2282,Wheat,10.0,-1,5000,20,200,10,Sandy,1,1000,2000,500,Wet,Region2
2283,Maize,-5.0,-1,100,20,200,100,Clay,0,-500,100,-1000,Wet,Region2
2284,Wheat,-5.0,5,100,100,200,100,Sandy,1,1000,2000,500,Dry,Region2
2285,Wheat,10.0,-1,5000,45,50,10,Sandy,1,1000,100,500,Wet,Region2
2286,Maize,-5.0,-1,5000,45,200,10,Sandy,1,1000,100,500,Dry,Region2
2287,Wheat,10.0,-1,5000,45,200,100,Sandy,0,1000,2000,500,Dry,Region2
2288,Wheat,10.0,-1,10000,45,50,100,Sandy,1,-500,100,-1000,Wet,Region2
2289,Maize,1.5,5,5000,20,50,10,Clay,0,1000,2000,500,Wet,Region1
2290,Rice,10.0,2,10000,100,50,100,Clay,1,-500,100,500,Wet,Region2
2291,Wheat,10.0,-1,5000,20,50,100,Sandy,yes,1000,2000,500,Wet,Region1
2292,Wheat,1.5,5,100,45,50,10,Sandy,0,1000,100,-1000,Dry,Region2
2293,Wheat,-5.0,2,10000,20,200,100,Clay,yes,-500,100,-1000,Wet,Region1
2294,Wheat,1.5,5,5000,20,50,100,Sandy,0,1000,2000,500,Wet,Region1
2295,Wheat,-5.0,2,100,100,50,10,Sandy,yes,-500,100,-1000,Dry,Region1
2296,Wheat,1.5,2,100,20,200,10,Sandy,1,-500,2000,500,Wet,Region1
2297,Maize,-5.0,5,5000,45,200,100,Clay,0,1000,2000,-1000,Dry,Region1
2298,Rice,1.5,2,5000,20,50,10,Sandy,yes,-500,2000,-1000,Dry,Region2
2299,Maize,-5.0,-1,10000,45,200,10,Clay,0,1000,2000,500,Dry,Region2
2300,Wheat,1.5,2,10000,20,50,100,Clay,1,-500,2000,-1000,Wet,Region1
2301,Wheat,10.0,5,5000,100,50,10,Sandy,0,1000,100,-1000,Wet,Region1
2302,Wheat,10.0,5,100,20,200,100,Clay,0,-500,2000,-1000,Dry,Region1
2303,Wheat,10.0,2,5000,100,50,100,Sandy,0,1000,2000,-1000,Wet,Region2
2304,Maize,-5.0,5,10000,45,50,10,Clay,1,1000,2000,500,Dry,Region1
2305,Wheat,1.5,2,10000,20,200,100,Clay,1,-500,100,-1000,Wet,Region2
2306,Wheat,1.5,5,100,100,200,100,Clay,0,1000,2000,-1000,Wet,Region2
2307,Wheat,1.5,2,5000,20,50,100,Clay,1,1000,2000,500,Dry,Region1
2308,Wheat,10.0,-1,5000,20,50,10,Clay,yes,1000,2000,500,Dry,Region2
2309,Maize,10.0,5,100,20,200,100,Sandy,0,-500,100,500,Wet,Region1
2310,Wheat,-5.0,5,100,45,200,10,Sandy,yes,1000,2000,-1000,Wet,Region1
2311,Rice,-5.0,-1,10000,100,200,100,Clay,0,1000,2000,500,Dry,Region1
2312,Wheat,-5.0,5,100,20,50,100,Sandy,yes,1000,2000,-1000,Dry,Region1
2313,Maize,1.5,5,5000,20,50,100,Clay,0,-500,100,-1000,Dry,Region2
2314,Maize,10.0,5,100,45,200,100,Clay,1,1000,2000,500,Dry,Region1
2315,Rice,10.0,-1,10000,20,50,10,Sandy,yes,-500,100,500,Dry,Region2
2316,Wheat,1.5,2,5000,20,50,10,Sandy,yes,-500,2000,500,Wet,Region1
2317,Rice,1.5,-1,5000,45,50,10,Sandy,1,-500,2000,-1000,Dry,Region1
2318,Maize,1.5,-1,5000,100,200,10,Clay,yes,1000,2000,-1000,Wet,Region2
2319,Wheat,1.5,-1,10000,100,200,100,Clay,1,-500,100,-1000,Wet,Region2
2320,Rice,10.0,2,10000,20,50,10,Sandy,yes,-500,2000,-1000,Wet,Region1
2321,Rice,-5.0,5,100,45,200,10,Clay,1,1000,100,-1000,Dry,Region1
2322,Wheat,10.0,2,10000,100,200,100,Sandy,0,-500,2000,-1000,Wet,Region2
2323,Rice,-5.0,2,100,100,50,100,Clay,yes,1000,2000,-1000,Dry,Region1
2324,Wheat,1.5,2,100,100,50,100,Sandy,yes,-500,2000,-1000,Dry,Region1
2325,Wheat,10.0,-1,5000,45,200,10,Clay,1,1000,2000,500,Wet,Region1
2326,Rice,-5.0,5,10000,100,50,10,Clay,1,1000,100,500,Wet,Region2
2327,Maize,-5.0,2,100,20,50,100,Clay,yes,1000,2000,500,Dry,Region2
2328,Maize,1.5,5,100,100,50,10,Sandy,0,-500,2000,-1000,Dry,Region1
2329,Rice,10.0,2,5000,100,200,10,Sandy,0,1000,2000,500,Wet,Region1
2330,Maize,-5.0,-1,5000,45,50,10,Sandy,yes,-500,2000,-1000,Wet,Region1
2331,Maize,-5.0,5,10000,20,50,100,Clay,1,1000,2000,500,Dry,Region1
2332,Rice,10.0,5,10000,100,200,10,Clay,1,1000,2000,-1000,Dry,Region2
2333,Rice,-5.0,-1,5000,20,200,100,Sandy,1,-500,2000,-1000,Wet,Region1
2334,Rice,1.5,-1,100,20,50,100,Clay,0,1000,2000,-1000,Dry,Region2
2335,Wheat,-5.0,-1,10000,20,200,100,Sandy,1,1000,100,-1000,Wet,Region1
2336,Rice,1.5,5,10000,45,200,100,Clay,yes,-500,100,500,Wet,Region2
2337,Maize,-5.0,-1,5000,45,200,10,Clay,1,-500,2000,-1000,Dry,Region1
2338,Rice,1.5,2,100,20,50,10,Sandy,0,1000,100,-1000,Dry,Region1
2339,Maize,-5.0,2,100,100,50,10,Sandy,1,1000,2000,500,Dry,Region1
2340,Maize,-5.0,5,100,100,50,100,Clay,1,1000,100,-1000,Dry,Region2
2341,Maize,1.5,5,5000,100,50,10,Clay,yes,1000,2000,500,Wet,Region1
2342,Rice,-5.0,5,5000,100,200,100,Sandy,0,-500,100,500,Wet,Region1
2343,Rice,1.5,5,5000,100,50,100,Clay,0,1000,2000,500,Wet,Region1
2344,Wheat,10.0,2,5000,45,50,10,Sandy,0,-500,2000,500,Dry,Region1
2345,Maize,-5.0,-1,10000,45,200,10,Clay,0,-500,2000,500,Wet,Region2
2346,Wheat,10.0,-1,5000,20,50,10,Clay,1,1000,2000,500,Dry,Region2
2347,Wheat,-5.0,5,10000,100,200,10,Clay,yes,1000,2000,500,Dry,Region2
2348,Rice,-5.0,5,10000,45,50,10,Clay,1,-500,2000,-1000,Wet,Region1
2349,Wheat,1.5,5,10000,20,50,100,Sandy,0,-500,2000,500,Wet,Region2
2350,Maize,-5.0,5,10000,100,200,100,Clay,yes,1000,100,500,Wet,Region2
2351,Maize,-5.0,-1,5000,20,50,100,Clay,0,-500,100,500,Dry,Region2
2352,Wheat,-5.0,5,5000,100,50,100,Clay,0,1000,100,-1000,Wet,Region1
2353,Rice,10.0,2,10000,100,200,100,Sandy,0,1000,2000,500,Wet,Region1
2354,Maize,-5.0,5,100,100,200,10,Clay,1,1000,100,500,Wet,Region1
2355,Rice,10.0,2,5000,20,200,10,Clay,0,-500,2000,500,Wet,Region2
2356,Rice,1.5,5,100,100,200,100,Clay,1,-500,2000,500,Dry,Region1
2357,Wheat,10.0,-1,5000,100,50,10,Clay,yes,-500,100,-1000,Dry,Region2
2358,Maize,10.0,-1,100,20,200,10,Clay,1,1000,2000,-1000,Wet,Region1
2359,Rice,1.5,-1,10000,45,50,10,Sandy,0,1000,2000,-1000,Dry,Region2
2360,Maize,-5.0,2,10000,100,200,10,Sandy,yes,-500,100,-1000,Dry,Region2
2361,Maize,10.0,-1,5000,45,50,10,Clay,1,-500,100,500,Dry,Region2
2362,Rice,-5.0,5,10000,100,50,100,Sandy,1,-500,100,500,Wet,Region1
2363,Wheat,10.0,2,10000,100,200,10,Clay,yes,-500,2000,500,Dry,Region2
2364,Maize,10.0,-1,5000,100,50,10,Sandy,1,-500,2000,-1000,Wet,Region2
2365,Maize,1.5,5,100,45,50,100,Sandy,0,-500,2000,500,Wet,Region2
2366,Wheat,-5.0,2,10000,100,200,100,Clay,yes,1000,100,-1000,Wet,Region1
2367,Rice,10.0,2,10000,45,50,100,Sandy,0,-500,100,500,Dry,Region2
2368,Maize,10.0,5,100,20,200,100,Sandy,1,1000,100,500,Dry,Region1
2369,Rice,1.5,5,5000,20,50,100,Sandy,0,-500,100,-1000,Dry,Region1
2370,Rice,-5.0,-1,5000,45,200,100,Sandy,1,1000,100,-1000,Dry,Region1
2371,Wheat,1.5,5,100,45,50,100,Clay,0,-500,2000,-1000,Dry,Region2
2372,Rice,10.0,-1,100,20,200,100,Sandy,yes,-500,100,500,Wet,Region1
2373,Rice,-5.0,2,100,100,50,100,Sandy,0,-500,2000,-1000,Wet,Region1
2374,Maize,-5.0,5,5000,20,50,10,Sandy,1,1000,100,-1000,Wet,Region2
2375,Rice,-5.0,5,5000,20,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
2376,Maize,-5.0,5,5000,100,50,100,Clay,yes,-500,100,500,Dry,Region2
2377,Wheat,-5.0,5,100,45,50,100,Sandy,1,1000,2000,500,Dry,Region2
2378,Maize,10.0,5,5000,20,50,100,Clay,0,-500,100,-1000,Wet,Region2
2379,Maize,-5.0,5,10000,100,50,10,Sandy,1,1000,2000,500,Dry,Region2
2380,Rice,-5.0,2,5000,45,50,10,Clay,1,1000,2000,500,Dry,Region2
2381,Wheat,1.5,5,100,100,50,100,Sandy,yes,1000,100,-1000,Wet,Region2
2382,Maize,-5.0,-1,10000,45,50,100,Sandy,0,1000,100,-1000,Dry,Region2
2383,Wheat,-5.0,-1,10000,45,200,100,Sandy,0,1000,100,-1000,Dry,Region2
2384,Wheat,10.0,5,100,20,200,100,Sandy,1,-500,2000,-1000,Dry,Region1
2385,Rice,-5.0,5,10000,20,200,100,Clay,0,1000,100,-1000,Dry,Region2
2386,Maize,1.5,2,5000,100,50,10,Sandy,0,-500,100,-1000,Wet,Region2
2387,Maize,1.5,-1,5000,100,50,100,Sandy,yes,1000,100,500,Wet,Region2
2388,Rice,1.5,5,10000,100,200,10,Sandy,yes,-500,100,500,Dry,Region1
2389,Rice,1.5,5,5000,45,200,100,Clay,1,-500,2000,-1000,Dry,Region1
2390,Maize,-5.0,-1,5000,20,50,10,Clay,1,-500,2000,500,Dry,Region2
2391,Maize,-5.0,2,100,45,200,100,Clay,1,1000,2000,500,Wet,Region2
2392,Rice,10.0,2,5000,45,50,100,Sandy,0,-500,100,500,Wet,Region2
2393,Maize,-5.0,2,100,100,200,100,Sandy,1,-500,2000,-1000,Dry,Region1
2394,Wheat,1.5,-1,10000,45,200,100,Sandy,0,1000,100,-1000,Dry,Region1
2395,Maize,10.0,5,100,20,50,10,Clay,1,1000,100,-1000,Wet,Region1
2396,Wheat,1.5,5,10000,45,200,10,Clay,1,-500,2000,500,Wet,Region2
2397,Rice,10.0,5,100,45,200,10,Clay,yes,1000,2000,-1000,Wet,Region2
2398,Rice,-5.0,-1,5000,45,200,10,Clay,1,-500,100,500,Wet,Region2
2399,Wheat,1.5,2,10000,45,200,10,Sandy,1,1000,2000,500,Wet,Region2
2400,Rice,-5.0,-1,100,20,200,100,Sandy,0,1000,2000,-1000,Wet,Region1
2401,Wheat,10.0,-1,100,20,200,10,Sandy,1,-500,2000,-1000,Dry,Region2
2402,Wheat,-5.0,2,5000,20,200,100,Clay,yes,1000,100,-1000,Wet,Region1
2403,Wheat,10.0,5,10000,45,200,10,Sandy,yes,-500,100,-1000,Dry,Region1
2404,Rice,-5.0,5,100,45,50,10,Sandy,yes,1000,2000,500,Wet,Region1
2405,Wheat,-5.0,2,10000,100,50,10,Clay,0,-500,2000,500,Dry,Region1
2406,Wheat,1.5,5,10000,20,200,10,Clay,1,-500,2000,500,Dry,Region2
2407,Rice,10.0,5,100,20,50,10,Clay,0,1000,100,500,Wet,Region1
2408,Rice,1.5,5,10000,20,200,100,Sandy,yes,-500,2000,500,Dry,Region1
2409,Rice,10.0,5,10000,45,50,10,Clay,1,1000,2000,500,Dry,Region1
2410,Maize,-5.0,5,10000,45,200,10,Sandy,0,1000,2000,-1000,Dry,Region2
2411,Wheat,-5.0,2,5000,45,50,10,Clay,0,-500,2000,500,Wet,Region1
2412,Rice,10.0,-1,10000,45,50,100,Clay,1,-500,2000,500,Wet,Region2
2413,Wheat,10.0,2,100,45,50,100,Sandy,1,1000,2000,-1000,Dry,Region2
2414,Wheat,10.0,5,5000,100,50,10,Clay,0,1000,100,-1000,Dry,Region1
2415,Wheat,-5.0,-1,10000,45,200,10,Clay,yes,1000,100,-1000,Dry,Region1
2416,Rice,10.0,-1,5000,20,200,100,Sandy,1,-500,2000,500,Dry,Region2
2417,Rice,-5.0,5,10000,20,50,10,Sandy,0,-500,2000,-1000,Wet,Region2
2418,Rice,1.5,5,5000,100,50,10,Clay,1,-500,2000,-1000,Dry,Region1
2419,Rice,-5.0,5,5000,20,200,10,Clay,0,-500,2000,500,Dry,Region2
2420,Rice,-5.0,-1,5000,45,50,10,Clay,1,1000,2000,500,Dry,Region1
2421,Wheat,1.5,2,5000,100,50,10,Clay,0,-500,2000,500,Dry,Region1
2422,Rice,-5.0,5,10000,20,50,10,Sandy,0,-500,100,-1000,Dry,Region2
2423,Maize,1.5,2,5000,45,50,100,Sandy,1,-500,100,500,Wet,Region1
2424,Wheat,10.0,-1,5000,45,50,10,Sandy,1,1000,100,500,Dry,Region1
2425,Wheat,10.0,-1,5000,100,200,10,Clay,yes,-500,2000,-1000,Wet,Region1
2426,Maize,-5.0,-1,5000,20,200,10,Clay,0,-500,2000,500,Wet,Region1
2427,Wheat,1.5,2,5000,45,200,10,Sandy,yes,-500,2000,500,Wet,Region2
2428,Rice,10.0,5,100,45,200,10,Sandy,0,-500,100,-1000,Wet,Region2
2429,Maize,10.0,2,100,100,200,10,Clay,0,1000,100,-1000,Wet,Region1
2430,Rice,-5.0,5,100,20,200,10,Clay,0,1000,100,-1000,Wet,Region1
2431,Maize,1.5,-1,100,20,50,100,Clay,yes,-500,2000,500,Dry,Region1
2432,Maize,10.0,-1,5000,45,200,10,Clay,0,-500,100,-1000,Wet,Region1
2433,Rice,1.5,-1,5000,45,50,10,Clay,0,1000,2000,500,Wet,Region1
2434,Wheat,-5.0,-1,100,45,50,10,Clay,0,-500,100,-1000,Dry,Region2
2435,Maize,10.0,-1,5000,100,50,100,Sandy,0,1000,100,-1000,Wet,Region1
2436,Wheat,10.0,5,5000,45,200,10,Clay,yes,-500,100,500,Dry,Region1
2437,Maize,10.0,2,100,20,50,100,Sandy,yes,-500,100,500,Wet,Region1
2438,Maize,1.5,5,100,20,50,100,Sandy,yes,-500,2000,500,Dry,Region2
